gene	strand	aligned reads	num sites	locations
ENSMUSG00000042292	-	1	0	
ENSMUSG00000062270	-	2	0	
ENSMUSG00000046782	+	2	0	
ENSMUSG00000025758	+	16	3	40816883,40816469,40816856
ENSMUSG00000016510	-	3	1	146954928
ENSMUSG00000025133	+	5	1	97541398
ENSMUSG00000000001	-	2	1	108107295
ENSMUSG00000010097	+	22	1	8770910
ENSMUSG00000042305	-	1	0	
ENSMUSG00000027566	-	163	1	180036373
ENSMUSG00000024566	-	1	0	
ENSMUSG00000061665	-	7	1	42796062
ENSMUSG00000039662	+	2	0	
ENSMUSG00000028271	+	62	1	142783606
ENSMUSG00000072813	+	10	1	95804235
ENSMUSG00000047061	+	1	0	
ENSMUSG00000003731	-	2	1	129647479
ENSMUSG00000003824	+	129	1	84887396
ENSMUSG00000037013	-	6	1	14625628
ENSMUSG00000022792	+	1	0	
ENSMUSG00000064181	-	3	1	116906773
ENSMUSG00000026048	+	3	1	44181169
ENSMUSG00000098373	-	1	0	
ENSMUSG00000028992	-	1	0	
ENSMUSG00000031904	+	1	0	
ENSMUSG00000053046	+	1	0	
ENSMUSG00000040620	-	1	0	
ENSMUSG00000005625	-	112	1	95032703
ENSMUSG00000023966	-	3	1	46129271
ENSMUSG00000049517	+	3	1	90924947
ENSMUSG00000030126	-	3	1	116021162
ENSMUSG00000026849	-	108	2	30960639,30960620
ENSMUSG00000019837	-	4	1	40249524
ENSMUSG00000057411	-	1	0	
ENSMUSG00000024790	-	5	1	6116000
ENSMUSG00000047989	-	1	0	
ENSMUSG00000044881	+	2	0	
ENSMUSG00000010936	+	3	1	110720398
ENSMUSG00000021257	-	2	1	86700504
ENSMUSG00000068101	-	19	1	82234075
ENSMUSG00000037622	-	5	1	133292465
ENSMUSG00000045404	+	1	0	
ENSMUSG00000060938	+	5	1	68904534
ENSMUSG00000115171	+	1	0	
ENSMUSG00000041238	+	8	1	11742881
ENSMUSG00000096911	+	1	0	
ENSMUSG00000026240	+	2	1	86606260
ENSMUSG00000055912	+	9	1	72359758
ENSMUSG00000023403	+	8	1	49469498
ENSMUSG00000024404	+	3	1	12155505
ENSMUSG00000038292	-	12	2	45183622,45183675
ENSMUSG00000015597	+	1	0	
ENSMUSG00000026955	+	1	0	
ENSMUSG00000062929	-	13	1	54860295
ENSMUSG00000060802	+	2	0	
ENSMUSG00000033634	-	7	2	85867366,85868165
ENSMUSG00000030870	+	2	1	122078839
ENSMUSG00000005417	+	18	1	59776222
ENSMUSG00000027828	-	2	0	
ENSMUSG00000018238	+	216	1	53437903
ENSMUSG00000037278	-	26	1	78541816
ENSMUSG00000028790	-	3	1	129714855
ENSMUSG00000038216	+	2	0	
ENSMUSG00000029060	-	5	1	155654681
ENSMUSG00000021840	+	1	0	
ENSMUSG00000027519	+	2	1	173702183
ENSMUSG00000036845	-	33	2	30555483,30555435
ENSMUSG00000044496	+	1	0	
ENSMUSG00000083530	+	1	0	
ENSMUSG00000038991	-	13	2	38500265,38501355
ENSMUSG00000001473	+	18	1	67402749
ENSMUSG00000039234	+	1	0	
ENSMUSG00000001039	+	14	1	61512928
ENSMUSG00000074500	-	1	0	
ENSMUSG00000028890	+	9	1	124805381
ENSMUSG00000070336	-	2	1	97853819
ENSMUSG00000029177	+	7	2	30674386,30674409
ENSMUSG00000029408	-	4	1	124061862
ENSMUSG00000024679	-	3	1	11586605
ENSMUSG00000056342	+	6	2	23489741,23454796
ENSMUSG00000035673	-	2	1	80057013
ENSMUSG00000002546	+	2	0	
ENSMUSG00000041396	+	1	0	
ENSMUSG00000038379	+	44	1	83872386
ENSMUSG00000028607	-	9	1	107903981
ENSMUSG00000026281	-	34	2	93800494,93792584
ENSMUSG00000018900	-	1	0	
ENSMUSG00000001424	+	15	1	28888821
ENSMUSG00000116204	+	7	1	90368447
ENSMUSG00000013736	+	8	1	106782472
ENSMUSG00000032239	-	14	1	22448310
ENSMUSG00000024030	+	2	1	31115777
ENSMUSG00000057649	+	1	0	
ENSMUSG00000038456	-	1	0	
ENSMUSG00000019969	+	14	2	83735095,83734501
ENSMUSG00000075402	-	1	0	
ENSMUSG00000027852	+	3	1	103064655
ENSMUSG00000040034	+	13	1	7678878
ENSMUSG00000029735	-	1	0	
ENSMUSG00000051592	-	7	1	6979650
ENSMUSG00000003184	+	5	1	45002390
ENSMUSG00000007030	+	2	0	
ENSMUSG00000055116	+	3	1	113314126
ENSMUSG00000032292	-	1	0	
ENSMUSG00000042389	+	5	2	115554272,115578336
ENSMUSG00000004789	+	3	1	85134086
ENSMUSG00000029276	-	8	2	107549023,107548978
ENSMUSG00000021816	-	2	0	
ENSMUSG00000020610	+	5	1	109436758
ENSMUSG00000025196	-	1	0	
ENSMUSG00000031729	-	3	0	
ENSMUSG00000011632	-	3	1	24541653
ENSMUSG00000031490	+	1	0	
ENSMUSG00000047368	+	2	1	21685635
ENSMUSG00000055660	-	3	1	94727081
ENSMUSG00000036955	-	2	0	
ENSMUSG00000022552	-	5	1	76347039
ENSMUSG00000043801	-	1	0	
ENSMUSG00000025525	+	4	2	112372430,112372755
ENSMUSG00000071519	-	1	0	
ENSMUSG00000092469	-	6	1	44782799
ENSMUSG00000022095	-	1	0	
ENSMUSG00000036860	+	24	3	59205888,59206000,59206135
ENSMUSG00000020018	-	48	1	93583392
ENSMUSG00000027397	+	6	1	129211615
ENSMUSG00000042726	-	8	1	121371724
ENSMUSG00000038005	+	156	1	60907572
ENSMUSG00000031807	+	4	1	71596269
ENSMUSG00000038570	-	2	0	
ENSMUSG00000059830	+	1	0	
ENSMUSG00000001054	-	3	1	51623671
ENSMUSG00000022014	+	7	2	78002653,78002511
ENSMUSG00000033294	-	49	1	110648584
ENSMUSG00000040006	-	3	1	7767949
ENSMUSG00000042541	-	66	1	6558287
ENSMUSG00000028411	-	2	0	
ENSMUSG00000069520	-	3	1	115342403
ENSMUSG00000022711	+	1	0	
ENSMUSG00000020526	-	2	1	84911023
ENSMUSG00000021548	+	8	1	85212908
ENSMUSG00000027351	+	1	0	
ENSMUSG00000030880	+	2	1	120945842
ENSMUSG00000034793	+	2	1	102194078
ENSMUSG00000037086	+	1	0	
ENSMUSG00000057342	-	5	1	45710267
ENSMUSG00000029578	+	6	1	142667152
ENSMUSG00000102224	+	1	0	
ENSMUSG00000041729	-	1	0	
ENSMUSG00000027649	+	47	2	157891091,157891621
ENSMUSG00000006315	-	14	1	30727701
ENSMUSG00000042043	+	6	1	94842904
ENSMUSG00000048349	-	1	0	
ENSMUSG00000026333	+	2	0	
ENSMUSG00000036932	-	4	1	48474943
ENSMUSG00000027641	-	1	0	
ENSMUSG00000026502	+	1	0	
ENSMUSG00000059534	-	17	1	4701974
ENSMUSG00000032231	+	17	1	69491789
ENSMUSG00000025081	+	15	1	56870012
ENSMUSG00000055128	+	1	0	
ENSMUSG00000035517	+	1	0	
ENSMUSG00000021493	-	1	0	
ENSMUSG00000053289	-	2	1	53098634
ENSMUSG00000041540	-	1	0	
ENSMUSG00000027562	+	1	0	
ENSMUSG00000028572	+	1	0	
ENSMUSG00000063362	+	3	1	22068292
ENSMUSG00000085539	-	1	0	
ENSMUSG00000050766	+	1	0	
ENSMUSG00000033365	-	5	1	117894491
ENSMUSG00000097419	+	2	0	
ENSMUSG00000042156	-	1	0	
ENSMUSG00000032673	-	1	0	
ENSMUSG00000032370	-	2	1	66955385
ENSMUSG00000071451	+	14	1	34178172
ENSMUSG00000058748	+	4	1	4629549
ENSMUSG00000061755	-	1	0	
ENSMUSG00000040943	-	1	0	
ENSMUSG00000002221	-	7	2	27742048,27742174
ENSMUSG00000078653	+	1	0	
ENSMUSG00000047459	+	36	1	155250273
ENSMUSG00000061315	+	56	1	128048633
ENSMUSG00000010911	+	12	1	103092641
ENSMUSG00000031303	+	1	0	
ENSMUSG00000006717	-	9	1	24817947
ENSMUSG00000097420	-	1	0	
ENSMUSG00000035198	+	3	1	101126419
ENSMUSG00000038370	-	1	0	
ENSMUSG00000041058	-	2	0	
ENSMUSG00000020674	+	2	0	
ENSMUSG00000029386	+	10	1	124627458
ENSMUSG00000008373	+	6	1	3641229
ENSMUSG00000033943	+	1	0	
ENSMUSG00000019992	+	15	1	20361304
ENSMUSG00000036111	-	113	2	109138568,109138621
ENSMUSG00000020152	-	2	0	
ENSMUSG00000025209	+	1	0	
ENSMUSG00000055895	-	29	1	11647284
ENSMUSG00000024645	-	4	1	84947285
ENSMUSG00000106478	+	1	0	
ENSMUSG00000011589	+	5	1	55996885
ENSMUSG00000023030	-	11	1	100394962
ENSMUSG00000030232	+	2	0	
ENSMUSG00000032204	-	2	0	
ENSMUSG00000048833	+	1	0	
ENSMUSG00000017774	+	5	1	75673318
ENSMUSG00000099498	+	2	0	
ENSMUSG00000022130	-	32	2	118112472,118112494
ENSMUSG00000039328	+	12	1	31129664
ENSMUSG00000038170	-	2	0	
ENSMUSG00000042854	+	2	1	166796163
ENSMUSG00000001349	+	3	1	22108727
ENSMUSG00000053644	-	10	1	56526759
ENSMUSG00000020392	+	13	2	51976274,51977336
ENSMUSG00000030888	-	7	3	105732823,105732204,105732410
ENSMUSG00000041577	-	9	1	133912398
ENSMUSG00000024120	-	8	1	84705246
ENSMUSG00000026548	+	1	0	
ENSMUSG00000028758	+	41	1	138301972
ENSMUSG00000100265	+	1	0	
ENSMUSG00000026499	+	5	2	180753916,180754167
ENSMUSG00000025858	+	8	1	139269329
ENSMUSG00000042363	-	2	0	
ENSMUSG00000039630	-	30	4	178329035,178328567,178328298,178329311
ENSMUSG00000021385	+	9	2	49462984,49462933
ENSMUSG00000109227	-	7	3	44788516,44792732,44804126
ENSMUSG00000096917	+	38	2	57510262,57506731
ENSMUSG00000099647	-	8	1	54411882
ENSMUSG00000054309	+	8	1	21314835
ENSMUSG00000089422	-	3	1	39265349
ENSMUSG00000018395	+	3	1	53601103
ENSMUSG00000029420	-	1	0	
ENSMUSG00000002477	+	38	2	10627971,10628013
ENSMUSG00000042570	-	29	1	79540244
ENSMUSG00000029752	-	1	0	
ENSMUSG00000027900	+	1	0	
ENSMUSG00000032481	+	1	0	
ENSMUSG00000042417	+	54	3	112990086,112990777,112990067
ENSMUSG00000033439	-	5	2	116581092,116581328
ENSMUSG00000031320	-	15	1	102184941
ENSMUSG00000027994	-	24	2	129914983,129914964
ENSMUSG00000040629	-	12	1	166201384
ENSMUSG00000033228	-	6	1	96414575
ENSMUSG00000075000	-	1	0	
ENSMUSG00000043635	-	2	0	
ENSMUSG00000007656	+	48	1	75056823
ENSMUSG00000020381	+	27	1	50200115
ENSMUSG00000029048	-	12	3	155074764,155074850,155074374
ENSMUSG00000031706	+	1	0	
ENSMUSG00000001855	+	3	1	31998711
ENSMUSG00000014767	+	12	2	15517178,15517410
ENSMUSG00000030629	-	14	1	84615044
ENSMUSG00000051319	-	3	1	127791745
ENSMUSG00000068940	+	38	1	105195612
ENSMUSG00000002455	+	31	1	181655661
ENSMUSG00000028458	+	1	0	
ENSMUSG00000020212	+	1	0	
ENSMUSG00000042462	-	9	1	127256958
ENSMUSG00000115293	+	1	0	
ENSMUSG00000022881	-	5	1	23113949
ENSMUSG00000042371	-	1	0	
ENSMUSG00000024906	-	51	1	5482839
ENSMUSG00000085549	+	1	0	
ENSMUSG00000010607	+	36	2	22158334,22158355
ENSMUSG00000038260	-	1	0	
ENSMUSG00000022241	-	9	2	11383659,11383712
ENSMUSG00000024334	+	6	2	34095233,34095355
ENSMUSG00000022742	+	1	0	
ENSMUSG00000033904	+	2	0	
ENSMUSG00000027715	-	24	1	36565977
ENSMUSG00000038388	+	1	0	
ENSMUSG00000073125	+	4	1	73202930
ENSMUSG00000004934	-	10	1	81153288
ENSMUSG00000031004	-	11	1	135689783
ENSMUSG00000016150	-	1	0	
ENSMUSG00000112959	-	2	0	
ENSMUSG00000083403	+	2	1	143502209
ENSMUSG00000024317	+	4	0	
ENSMUSG00000008822	-	2	1	85272403
ENSMUSG00000035629	-	15	2	32823859,32822820
ENSMUSG00000040913	-	32	1	45578253
ENSMUSG00000028426	+	5	2	55391207,55390758
ENSMUSG00000112388	-	3	1	76546972
ENSMUSG00000023048	+	2	1	102462788
ENSMUSG00000035142	+	1	0	
ENSMUSG00000048399	+	10	1	25422354
ENSMUSG00000018326	+	1	0	
ENSMUSG00000025332	+	2	0	
ENSMUSG00000024048	-	19	1	70994293
ENSMUSG00000030243	-	4	2	142362145,142362557
ENSMUSG00000029176	+	14	1	52866734
ENSMUSG00000036202	+	6	0	
ENSMUSG00000021010	+	1	0	
ENSMUSG00000021400	+	3	1	32822606
ENSMUSG00000051832	+	2	0	
ENSMUSG00000049299	+	12	1	69325793
ENSMUSG00000022407	+	3	1	80969134
ENSMUSG00000020706	-	4	1	106249140
ENSMUSG00000068302	+	15	1	85428988
ENSMUSG00000023980	-	13	3	47483364,47488284,47493047
ENSMUSG00000023963	+	1	0	
ENSMUSG00000021578	+	1	0	
ENSMUSG00000024697	+	7	1	16609941
ENSMUSG00000056493	+	2	1	142456966
ENSMUSG00000025155	-	4	1	120789200
ENSMUSG00000020089	+	13	1	61674168
ENSMUSG00000029681	+	4	1	135181844
ENSMUSG00000021392	+	4	0	
ENSMUSG00000028719	-	5	1	114960685
ENSMUSG00000022752	+	1	0	
ENSMUSG00000020519	+	6	1	57810217
ENSMUSG00000039936	-	19	1	149649167
ENSMUSG00000049739	+	1	0	
ENSMUSG00000051860	+	1	0	
ENSMUSG00000066551	-	2	1	149047588
ENSMUSG00000086236	+	4	1	103423964
ENSMUSG00000052040	-	4	2	63891311,63891344
ENSMUSG00000034928	-	1	0	
ENSMUSG00000029622	+	15	1	145128186
ENSMUSG00000041697	-	18	2	115345653,115345622
ENSMUSG00000048960	+	1	0	
ENSMUSG00000044279	+	8	1	57065918
ENSMUSG00000033792	+	1	0	
ENSMUSG00000078906	+	2	0	
ENSMUSG00000105085	+	1	0	
ENSMUSG00000033159	-	5	1	75135769
ENSMUSG00000029319	-	1	0	
ENSMUSG00000015605	-	4	1	46548323
ENSMUSG00000085449	+	1	0	
ENSMUSG00000046330	+	17	3	72713619,72713673,72713813
ENSMUSG00000076614	-	4	1	113328873
ENSMUSG00000041408	+	12	1	34746219
ENSMUSG00000046324	-	1	0	
ENSMUSG00000050552	+	12	1	138259384
ENSMUSG00000063200	+	4	1	43401992
ENSMUSG00000040712	-	1	0	
ENSMUSG00000002844	-	6	1	38445403
ENSMUSG00000034212	-	1	0	
ENSMUSG00000051339	-	1	0	
ENSMUSG00000098257	+	1	0	
ENSMUSG00000038279	+	2	1	125144753
ENSMUSG00000024078	+	5	1	74863570
ENSMUSG00000042605	+	9	1	121814950
ENSMUSG00000104482	+	1	0	
ENSMUSG00000032382	-	2	1	66088137
ENSMUSG00000067370	-	2	1	33949906
ENSMUSG00000062393	+	3	0	
ENSMUSG00000090553	-	36	1	133603875
ENSMUSG00000043419	+	1	0	
ENSMUSG00000045989	-	15	1	126830467
ENSMUSG00000067847	+	10	1	156145794
ENSMUSG00000075486	-	1	0	
ENSMUSG00000001052	-	3	1	129983182
ENSMUSG00000056553	+	1	0	
ENSMUSG00000024410	+	4	1	12189974
ENSMUSG00000054321	+	1	0	
ENSMUSG00000073725	+	3	1	24763032
ENSMUSG00000024507	+	10	1	50196186
ENSMUSG00000032849	-	5	1	118594172
ENSMUSG00000050810	-	124	2	144157561,144157723
ENSMUSG00000024515	-	4	1	73639012
ENSMUSG00000032468	-	3	0	
ENSMUSG00000051316	-	9	1	37642021
ENSMUSG00000006273	+	7	2	69112705,69113707
ENSMUSG00000037032	-	2	1	105558482
ENSMUSG00000000318	+	9	1	70170834
ENSMUSG00000067148	-	5	1	46243926
ENSMUSG00000057863	+	9	1	56614246
ENSMUSG00000023830	-	1	0	
ENSMUSG00000111149	-	2	1	34230213
ENSMUSG00000029790	-	8	2	30655656,30655419
ENSMUSG00000073705	-	54	2	149128429,149128389
ENSMUSG00000040599	+	3	1	71027361
ENSMUSG00000032625	-	8	2	12320797,12468378
ENSMUSG00000028443	+	10	1	41480926
ENSMUSG00000043913	-	4	0	
ENSMUSG00000038024	+	1	0	
ENSMUSG00000020315	-	5	1	30099394
ENSMUSG00000077477	+	2	1	111425404
ENSMUSG00000015357	+	6	1	65330260
ENSMUSG00000059734	-	8	1	3908866
ENSMUSG00000038774	+	3	1	50851207
ENSMUSG00000036820	-	1	0	
ENSMUSG00000025047	+	2	1	47131146
ENSMUSG00000037553	-	3	1	133606993
ENSMUSG00000075023	-	108	1	93855361
ENSMUSG00000025538	+	3	1	129863429
ENSMUSG00000059854	+	1	0	
ENSMUSG00000032458	+	17	1	98588377
ENSMUSG00000031918	+	12	1	13806481
ENSMUSG00000021243	+	68	1	84983301
ENSMUSG00000063146	-	1	0	
ENSMUSG00000001014	+	1	0	
ENSMUSG00000031750	-	3	1	110741839
ENSMUSG00000086462	-	12	1	116853209
ENSMUSG00000105427	-	1	0	
ENSMUSG00000041992	+	1	0	
ENSMUSG00000028651	-	17	1	123127115
ENSMUSG00000055762	-	93	1	75895487
ENSMUSG00000069744	+	48	1	97713501
ENSMUSG00000002486	+	1	0	
ENSMUSG00000006058	+	7	1	96047415
ENSMUSG00000034690	+	2	1	6105150
ENSMUSG00000074358	-	8	1	18890882
ENSMUSG00000039987	-	1	0	
ENSMUSG00000099620	+	1	0	
ENSMUSG00000032482	+	4	1	110262571
ENSMUSG00000003809	-	5	2	84886580,84886386
ENSMUSG00000039209	+	36	1	10174630
ENSMUSG00000028757	+	1	0	
ENSMUSG00000024357	-	5	1	35266395
ENSMUSG00000029656	+	8	2	104804341,104804549
ENSMUSG00000030213	+	2	1	136607068
ENSMUSG00000014633	-	24	1	116889517
ENSMUSG00000015126	+	10	1	25242797
ENSMUSG00000021747	-	3	1	8431191
ENSMUSG00000026248	+	6	1	79781445
ENSMUSG00000037740	+	7	1	130565394
ENSMUSG00000036606	-	6	1	89155548
ENSMUSG00000036721	+	2	1	21369826
ENSMUSG00000046574	-	1	0	
ENSMUSG00000053178	+	1	0	
ENSMUSG00000018707	+	3	1	110666924
ENSMUSG00000029598	-	1	0	
ENSMUSG00000024073	+	2	0	
ENSMUSG00000052253	+	2	1	25997429
ENSMUSG00000022957	+	6	2	91870571,91912341
ENSMUSG00000028212	+	5	0	
ENSMUSG00000003208	+	2	0	
ENSMUSG00000109841	-	29	1	78250860
ENSMUSG00000031556	+	7	1	25023260
ENSMUSG00000085996	+	1	0	
ENSMUSG00000073676	+	35	2	55091239,55091307
ENSMUSG00000032999	-	136	3	65177113,65177330,65180953
ENSMUSG00000059278	+	40	1	69396677
ENSMUSG00000022673	-	12	1	15624102
ENSMUSG00000023075	-	1	0	
ENSMUSG00000074505	-	2	0	
ENSMUSG00000031487	-	19	1	27123825
ENSMUSG00000020151	+	3	0	
ENSMUSG00000002015	-	27	2	73686180,73686382
ENSMUSG00000028591	-	3	1	144391674
ENSMUSG00000085558	+	1	0	
ENSMUSG00000061313	-	1	0	
ENSMUSG00000029674	-	1	0	
ENSMUSG00000025132	-	14	1	120578108
ENSMUSG00000055531	-	2	0	
ENSMUSG00000085192	-	1	0	
ENSMUSG00000025968	-	2	1	63143597
ENSMUSG00000096175	-	1	0	
ENSMUSG00000020015	+	1	0	
ENSMUSG00000025762	+	5	1	41034240
ENSMUSG00000025278	+	2	0	
ENSMUSG00000036214	+	5	1	36965623
ENSMUSG00000052748	-	7	2	151367697,151368344
ENSMUSG00000034259	+	47	2	76329763,76330675
ENSMUSG00000090054	-	6	1	75197072
ENSMUSG00000020105	+	1	0	
ENSMUSG00000052763	+	1	0	
ENSMUSG00000032735	-	1	0	
ENSMUSG00000040940	+	4	1	24926592
ENSMUSG00000020072	+	1	0	
ENSMUSG00000021149	-	10	1	8972624
ENSMUSG00000035898	-	2	1	86112335
ENSMUSG00000024862	-	2	1	5107745
ENSMUSG00000033793	+	6	1	5162448
ENSMUSG00000071226	+	9	2	120767806,120767474
ENSMUSG00000024725	-	10	2	18580811,18580991
ENSMUSG00000053646	+	1	0	
ENSMUSG00000105471	-	1	0	
ENSMUSG00000026659	-	46	1	170874187
ENSMUSG00000040649	-	3	0	
ENSMUSG00000061175	-	1	0	
ENSMUSG00000024663	+	13	1	10035456
ENSMUSG00000009670	-	1	0	
ENSMUSG00000028873	-	39	1	124918467
ENSMUSG00000045896	-	3	0	
ENSMUSG00000027122	-	1	0	
ENSMUSG00000029313	+	6	1	103851251
ENSMUSG00000021460	-	32	3	52835118,52910206,52912839
ENSMUSG00000028923	-	1	0	
ENSMUSG00000018554	+	40	1	69941595
ENSMUSG00000027411	+	4	1	130443734
ENSMUSG00000059218	-	88	3	143809991,143810037,143809934
ENSMUSG00000096993	+	1	0	
ENSMUSG00000037957	+	5	1	110795028
ENSMUSG00000073684	+	4	1	155256684
ENSMUSG00000001436	+	2	1	77050425
ENSMUSG00000034021	+	2	0	
ENSMUSG00000004043	+	1	0	
ENSMUSG00000025225	+	3	1	46312029
ENSMUSG00000042350	-	1	0	
ENSMUSG00000029817	-	1	0	
ENSMUSG00000006920	-	1	0	
ENSMUSG00000002052	-	11	1	78207024
ENSMUSG00000021024	+	29	1	55418454
ENSMUSG00000060166	-	6	1	18222227
ENSMUSG00000019773	-	16	2	5799157,5799190
ENSMUSG00000026761	-	13	2	48905205,48904301
ENSMUSG00000034613	+	1	0	
ENSMUSG00000021240	-	3	1	84602530
ENSMUSG00000038446	-	3	1	40831620
ENSMUSG00000102416	+	1	0	
ENSMUSG00000105298	-	2	0	
ENSMUSG00000021596	+	1	0	
ENSMUSG00000020707	+	1	0	
ENSMUSG00000021252	-	15	1	85815446
ENSMUSG00000024897	+	2	0	
ENSMUSG00000030996	+	2	1	102111151
ENSMUSG00000027540	+	4	0	
ENSMUSG00000032702	+	2	0	
ENSMUSG00000026388	+	48	2	120188187,120176790
ENSMUSG00000041415	-	19	1	104691435
ENSMUSG00000017291	-	1	0	
ENSMUSG00000031221	+	4	1	100516004
ENSMUSG00000027074	+	3	1	84958509
ENSMUSG00000078956	-	1	0	
ENSMUSG00000028932	+	41	1	21803785
ENSMUSG00000066149	-	3	1	62394582
ENSMUSG00000020634	-	9	2	4880158,4880316
ENSMUSG00000026917	+	3	1	27536535
ENSMUSG00000092276	+	1	0	
ENSMUSG00000042302	-	6	1	22005824
ENSMUSG00000106738	-	13	1	150499746
ENSMUSG00000029267	+	4	1	108107241
ENSMUSG00000028953	-	19	1	24565342
ENSMUSG00000018042	-	1	0	
ENSMUSG00000028211	+	2	1	11170058
ENSMUSG00000000339	-	2	1	116488962
ENSMUSG00000105092	+	1	0	
ENSMUSG00000068205	+	18	1	140420492
ENSMUSG00000001120	-	6	1	76761855
ENSMUSG00000031451	-	1	0	
ENSMUSG00000030225	+	6	1	137837892
ENSMUSG00000111270	+	9	1	120794893
ENSMUSG00000002732	-	1	0	
ENSMUSG00000020074	-	4	1	62744471
ENSMUSG00000024077	-	1	0	
ENSMUSG00000030094	-	2	1	91489304
ENSMUSG00000031696	-	3	1	85260391
ENSMUSG00000045948	-	2	0	
ENSMUSG00000005371	-	6	2	87990858,87991560
ENSMUSG00000020156	+	15	1	80243901
ENSMUSG00000021125	+	37	1	79156291
ENSMUSG00000028961	-	2	1	149149992
ENSMUSG00000023456	-	11	1	124810714
ENSMUSG00000042502	-	5	1	127193671
ENSMUSG00000026082	-	8	1	38052785
ENSMUSG00000003411	+	5	1	108941188
ENSMUSG00000034321	-	13	2	41923563,41923916
ENSMUSG00000039842	+	9	2	18656883,18714955
ENSMUSG00000029655	-	5	1	150642943
ENSMUSG00000019066	-	6	1	21909019
ENSMUSG00000062444	-	1	0	
ENSMUSG00000025243	-	10	2	123594552,123594842
ENSMUSG00000040354	-	9	1	127296225
ENSMUSG00000100916	+	12	1	45421855
ENSMUSG00000018347	+	4	2	65829239,65829018
ENSMUSG00000019362	-	26	1	84246234
ENSMUSG00000038102	-	3	1	47490127
ENSMUSG00000028029	-	6	1	132660507
ENSMUSG00000030272	-	1	0	
ENSMUSG00000026083	+	28	1	38052021
ENSMUSG00000032565	-	1	0	
ENSMUSG00000022814	-	3	1	33956600
ENSMUSG00000063316	+	8	1	101445529
ENSMUSG00000019738	+	72	1	30233387
ENSMUSG00000025925	+	4	1	15843429
ENSMUSG00000010453	-	1	0	
ENSMUSG00000022889	-	14	1	84718280
ENSMUSG00000086480	+	1	0	
ENSMUSG00000040600	+	3	1	107892888
ENSMUSG00000010608	+	7	1	83681913
ENSMUSG00000097113	+	2	1	136690805
ENSMUSG00000021951	-	1	0	
ENSMUSG00000064037	+	13	1	31511417
ENSMUSG00000043683	+	1	0	
ENSMUSG00000030304	-	12	3	148181276,148181190,148180049
ENSMUSG00000036840	-	2	1	86724458
ENSMUSG00000025383	-	1	0	
ENSMUSG00000027193	-	2	1	94411727
ENSMUSG00000099969	-	1	0	
ENSMUSG00000087195	+	1	0	
ENSMUSG00000111952	+	1	0	
ENSMUSG00000031538	+	189	1	22782844
ENSMUSG00000021275	+	1	0	
ENSMUSG00000032423	-	1	0	
ENSMUSG00000024066	-	4	1	73883894
ENSMUSG00000000686	+	1	0	
ENSMUSG00000019158	+	1	0	
ENSMUSG00000007989	-	2	0	
ENSMUSG00000029472	-	14	1	122787729
ENSMUSG00000069476	+	2	1	74083111
ENSMUSG00000102052	-	2	0	
ENSMUSG00000028282	+	9	2	32653265,32652986
ENSMUSG00000030095	+	1	0	
ENSMUSG00000031349	+	8	1	72958132
ENSMUSG00000028066	-	8	1	88394137
ENSMUSG00000025190	-	6	1	43499760
ENSMUSG00000026600	-	3	0	
ENSMUSG00000026755	+	46	2	39015590,39015877
ENSMUSG00000031939	+	2	0	
ENSMUSG00000097863	-	6	1	109995508
ENSMUSG00000038286	+	1	0	
ENSMUSG00000047446	-	4	1	40035820
ENSMUSG00000073639	+	4	1	6789739
ENSMUSG00000030617	-	1	0	
ENSMUSG00000022013	-	15	2	77826245,77826211
ENSMUSG00000025786	-	1	0	
ENSMUSG00000038838	-	3	1	35656384
ENSMUSG00000025260	+	3	1	152004442
ENSMUSG00000026162	-	6	1	74967350
ENSMUSG00000042111	-	13	1	34436675
ENSMUSG00000057572	+	1	0	
ENSMUSG00000044857	-	1	0	
ENSMUSG00000037730	+	1	0	
ENSMUSG00000053293	-	2	0	
ENSMUSG00000007036	+	14	1	35102987
ENSMUSG00000105316	-	1	0	
ENSMUSG00000105153	-	42	1	34709621
ENSMUSG00000054808	-	3	1	28893253
ENSMUSG00000028655	-	36	1	122946849
ENSMUSG00000047963	+	7	1	92606580
ENSMUSG00000035356	-	4	1	55811374
ENSMUSG00000086589	-	1	0	
ENSMUSG00000001794	-	13	2	30186989,30186941
ENSMUSG00000029776	-	1	0	
ENSMUSG00000052471	-	1	0	
ENSMUSG00000018893	-	4	1	77015486
ENSMUSG00000000127	+	6	1	64139197
ENSMUSG00000026110	-	1	0	
ENSMUSG00000059974	-	1	0	
ENSMUSG00000038225	-	1	0	
ENSMUSG00000030798	-	1	0	
ENSMUSG00000026988	-	4	1	59861323
ENSMUSG00000022663	+	3	0	
ENSMUSG00000033826	+	19	2	30875264,30875762
ENSMUSG00000002799	-	14	3	112908700,112908737,112907827
ENSMUSG00000021557	-	2	1	59493399
ENSMUSG00000015711	-	5	1	95253673
ENSMUSG00000033916	-	18	1	13032013
ENSMUSG00000025465	-	6	1	140106234
ENSMUSG00000049553	+	2	1	71979357
ENSMUSG00000056204	-	2	1	70649881
ENSMUSG00000045962	-	1	0	
ENSMUSG00000041078	+	2	0	
ENSMUSG00000000247	+	1	0	
ENSMUSG00000036966	-	1	0	
ENSMUSG00000110457	+	1	0	
ENSMUSG00000017978	-	2	0	
ENSMUSG00000032777	-	6	1	125640953
ENSMUSG00000006517	-	3	1	122433600
